"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","FP/G","%D","ADP","Ros","GP","G","A","A1","A2","PIM","SOG","Shot%","TS%","PPP","Hit","Blk","TOIES","TOIPP","TOISH","Cor","ZS%"
"*05r1x*","Linus Nassen","(N/A)","C","5696","FA","25","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*031o8*","Zach Nastasiuk","STL","C,RW","5697","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01mzb*","Joonas Nattinen","(N/A)","C","5699","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03rfb*","Julius Nattinen","(N/A)","C","5700","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03e1t*","Mikhail Naumenkov","(N/A)","D","5701","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02j3x*","Brad Navin","BUF","C","5704","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003o6*","James Neal","CBJ","LW","5706","FA","38","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01mno*","Michael Neal","(N/A)","LW","5707","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02fqb*","Richard Nedomlel","(N/A)","D","5710","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0058e*","John Negrin","(N/A)","D","5712","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03wmc*","Chad Nehring","(N/A)","C","5713","FA","38","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03wly*","Eric Neiley","(N/A)","C","5715","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03rig*","Carl Neill","MTL","D","5716","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01mlw*","Eric Neilson","TBL","RW","5717","FA","41","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03eci*","Richard Nejezchleb","NYR","LW","5718","FA","31","PIT Tue 6:00PM","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03emx*","Arkhip Nekolenko","(N/A)","LW","5719","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0590e*","Anthony Nellis","(N/A)","C","5721","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03mbo*","Casey Nelson","BUF","D","5722","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*005gp*","Levi Nelson","(N/A)","C","5726","FA","37","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02o7u*","Logan Nelson","NYR","C","5727","FA","31","PIT Tue 6:00PM","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*038mn*","Mark Nemec","(N/A)","D","5729","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02dq4*","Joachim Nermark","COL","C","5731","FA","32","@LAK Tue 8:30PM","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01bvk*","Aaron Ness","WSH","D","5733","FA","35","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01mzi*","Andrej Nestrasil","(N/A)","C,RW","5735","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*023oq*","Kyle Neuber","TOR","RW","5737","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04rtq*","Arttu Nevasaari","(N/A)","RW","5742","FA","25","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06c9j*","Jackson Nevers","(N/A)","RW","5743","FA","20","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*045zc*","Jacob Neveu","(N/A)","D","5744","FA","27","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03acn*","Jack Nevins","(N/A)","LW","5745","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*038kc*","Daniel New","OTT","D","5746","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04z9k*","Patrick Newell","NYR","LW","5747","FA","29","PIT Tue 6:00PM","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01svn*","Jake Newton","(N/A)","D","5750","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01n7h*","Max Nicastro","(N/A)","D","5752","FA","35","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01zva*","Josh Nicholls","(N/A)","RW","5754","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003o7*","Matt Nickerson","(N/A)","D","5757","FA","40","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03rfg*","Andrew Nielsen","(N/A)","D","5762","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*038to*","Carl Nielsen","TBL","RW","5763","FA","37","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003zo*","Frans Nielsen","(N/A)","C","5764","FA","41","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02ods*","Jonatan Nielsen","FLA","D","5765","FA","31","CHI Tue 3:00PM","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01uo4*","Jyri Niemi","(N/A)","D","5769","FA","35","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03yfl*","Mika Niemi","(N/A)","C","5770","FA","37","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02npk*","Boo Nieves","TBL","C,LW","5772","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01uh6*","Anthony Nigro","(N/A)","LW","5773","FA","35","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05x71*","Logan Nijhoff","MTL","LW","5774","FA","24","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01uv5*","Nikita Nikitin","(N/A)","D","5776","FA","39","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04z8s*","Petteri Nikkila","(N/A)","D","5779","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05ymu*","Artyom Nikolayev","(N/A)","LW","5781","FA","26","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03ete*","Ivan Nikolishin","(N/A)","C,LW","5783","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06qv9*","Nikita Nikora","(N/A)","C","5784","FA","21","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*00420*","Alexander Nikulin","(N/A)","C","5786","FA","40","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04ol3*","Jacob Nilsson","(N/A)","C,LW","5791","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003qj*","Robert Nilsson","(N/A)","LW","5792","FA","40","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02g9b*","Tom Nilsson","(N/A)","D","5793","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06jhb*","Wiktor Nilsson","(N/A)","C,RW","5794","FA","23","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06ydz*","Artemi Nizameyev","(N/A)","RW","5796","FA","19","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04rni*","Kirill Nizhnikov","(N/A)","RW","5797","FA","25","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*029i9*","Marcel Noebels","(N/A)","LW","5800","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*038oj*","Nathan Noel","(N/A)","C","5802","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003g3*","Petteri Nokelainen","(N/A)","C","5806","FA","39","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003jh*","Brandon Nolan","(N/A)","C","5807","FA","42","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*023s0*","Jordan Nolan","PIT","C,LW","5808","FA","36","@NYR Tue 6:00PM","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02j7i*","Garrett Noonan","(N/A)","D","5809","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01zqe*","Joakim Nordstrom","(N/A)","C","5815","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*015tc*","Maxim Noreau","(N/A)","D","5816","FA","38","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02fsn*","Samuel Noreau","(N/A)","D","5817","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*031px*","Robin Norell","(N/A)","D","5818","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*062nk*","Jakob Noren","(N/A)","D","5819","FA","21","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*048vq*","Tyler Nother","(N/A)","D","5823","FA","27","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*048y8*","Max Novak","(N/A)","RW","5826","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06r60*","Adam Novotny","(N/A)","LW","5829","FA","17","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003my*","Jiri Novotny","(N/A)","C","5830","FA","42","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05yjl*","Marco Nowak","(N/A)","D","5832","FA","35","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03rjl*","Markus Nutivaara","(N/A)","D","5837","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03edn*","John Nyberg","(N/A)","D","5839","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02g1a*","Magnus Nygren","(N/A)","D","5844","FA","35","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06tza*","Jorgen Nyhus Myhre","(N/A)","LW","5845","FA","18","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02oai*","Erik Nystrom","MTL","LW","5849","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*048ti*","Brogan OBrien","COL","LW","5852","FA","28","@LAK Tue 8:30PM","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*004ly*","Jim OBrien","(N/A)","C","5856","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0048y*","Shane OBrien","(N/A)","D","5858","FA","42","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02g02*","Zach OBrien","TOR","RW","5859","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003vx*","Ryan OByrne","(N/A)","D","5860","FA","41","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04f8m*","Ryan OConnell","(N/A)","D","5861","FA","26","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01gjx*","Eric ODell","(N/A)","C","5863","FA","35","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*038sw*","Shawn ODonnell","(N/A)","RW","5864","FA","37","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03avj*","Dan ODonoghue","(N/A)","C,LW","5865","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02yco*","Rob OGara","FLA","D","5866","FA","32","CHI Tue 3:00PM","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05gyg*","Michael OLeary","MIN","LW","5868","FA","27","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003qk*","Ryan OMarra","(N/A)","C","5869","FA","38","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02iad*","Brian ONeill","(N/A)","C,RW","5870","FA","37","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*004pa*","Wes ONeill","(N/A)","D","5872","FA","39","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02j0g*","Will ONeill","(N/A)","D","5873","FA","37","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003ws*","Cal OReilly","NSH","C","5875","FA","38","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*048ku*","Sean ORourke","TBL","D","5879","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01zqs*","Brendan O`Donnell","TBL","C","5881","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01cjf*","Evan Oberg","UTA","D","5882","FA","37","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04al7*","Andrew Oglevie","(N/A)","C","5888","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01eyz*","Sergei Ogorodnikov","(N/A)","C","5889","FA","39","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04aly*","Dmitri Ogurtsov","(N/A)","D","5890","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*024d2*","Victor Ohman","(N/A)","C","5891","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06qw8*","Felix Ohrqvist","(N/A)","D","5892","FA","19","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05gtk*","Niko Ojamaki","(N/A)","RW","5893","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*051wy*","Zachary Okabe","(N/A)","RW","5894","FA","24","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02g2b*","Scott Oke","(N/A)","LW","5896","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*004j7*","Kyle Okposo","(N/A)","RW","5898","FA","37","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*039rj*","Ahti Oksanen","NYR","LW","5899","FA","32","PIT Tue 6:00PM","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*048x0*","Emil Oksanen","(N/A)","RW","5900","FA","26","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03ln0*","Konstantin Okulov","(N/A)","LW","5903","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01zta*","Sondre Olden","(N/A)","LW","5904","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02iye*","Travis Oleksuk","(N/A)","C","5906","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02ytj*","Steve Oleksy","(N/A)","D","5907","FA","39","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05ykl*","Nick Olesen","(N/A)","C,LW,RW","5908","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003s5*","Rostislav Olesz","(N/A)","LW","5909","FA","39","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03rjn*","Gustav Olhaver","(N/A)","C","5910","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03knk*","Jimmy Oligny","(N/A)","D","5911","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01uxa*","Mathis Olimb","(N/A)","C","5912","FA","39","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*065gf*","Kohen Olischefski","(N/A)","RW","5913","FA","27","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03d0d*","Nick Oliver","(N/A)","C,LW","5914","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03dho*","Adam Ollas Mattson","(N/A)","D","5916","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05jy0*","Jesper Olofsson","(N/A)","LW","5921","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01f68*","Dylan Olsen","(N/A)","D","5922","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02oao*","Ryan Olsen","STL","C","5923","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*038mg*","Brett Olson","(N/A)","C","5924","FA","38","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*031uh*","Drew Olson","TBL","D","5926","FA","35","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03rk5*","Tate Olson","(N/A)","D","5929","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06axw*","Eric Olsson","(N/A)","LW","5931","FA","21","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03sd7*","Sebastian Olsson","(N/A)","C","5933","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03sda*","Linus Olund","(N/A)","C","5934","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*004ob*","Peter Olvecky","(N/A)","LW","5935","FA","39","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01s86*","Mark Olver","(N/A)","C,LW","5936","FA","37","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01d91*","Linus Omark","(N/A)","LW","5937","FA","38","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04ylz*","Valeri Orekhov","(N/A)","D","5941","FA","26","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*004ma*","Phil Oreskovic","WSH","D","5942","FA","38","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*004ke*","Victor Oreskovich","(N/A)","RW","5943","FA","39","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*038mo*","Todd Orlando","(N/A)","D","5944","FA","39","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06nkf*","Hugo Orrsten","(N/A)","C","5948","FA","19","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03mlo*","Austin Ortega","(N/A)","RW","5950","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*005jw*","Oskar Osala","(N/A)","LW","5952","FA","37","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04kyj*","Dmitry Osipov","WSH","RW,D","5955","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03cbb*","Vyacheslav Osnovin","(N/A)","C","5958","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*062ip*","Veit Oswald","(N/A)","RW","5960","FA","21","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003oa*","Steve Ott","(N/A)","C,LW,RW","5961","FA","43","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04l81*","Turner Ottenbreit","MIN","D","5962","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04nkd*","Axel Ottosson","(N/A)","C","5963","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02b44*","Xavier Ouellet","PIT","D","5964","FA","32","@NYR Tue 6:00PM","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003pq*","Ryan Oulahen","(N/A)","LW","5966","FA","40","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06r65*","Nikita Ovcharov","(N/A)","LW","5968","FA","17","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04xc0*","Alex Overhardt","(N/A)","C","5970","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05rl0*","Chris Owens","(N/A)","D","5972","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01d8z*","Jordan Owens","(N/A)","LW","5973","FA","39","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01zro*","Sebastian Owuya","(N/A)","D","5975","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003ez*","Nathan Oystrick","(N/A)","D","5976","FA","42","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*047gt*","Igor Ozhiganov","(N/A)","D","5977","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05yjt*","Patriks Ozols","(N/A)","D","5978","FA","24","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*025ie*","David Pacan","(N/A)","C","5980","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0324k*","Pavel Padakin","(N/A)","RW","5981","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*00qs3*","Cam Paddock","(N/A)","C","5982","FA","42","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003h8*","Nathan Paetsch","(N/A)","D","5984","FA","42","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03rk4*","Ziyat Paigin","EDM","D","5986","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003h9*","Daniel Paille","(N/A)","LW","5987","FA","41","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05u34*","Lukas Pajer","(N/A)","RW","5989","FA","22","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02g2z*","Iiro Pakarinen","(N/A)","LW,RW","5992","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04r1f*","Eetu Pakkila","(N/A)","LW","5993","FA","25","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003ia*","Brett Palin","(N/A)","D","5995","FA","41","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
